query;title;url;abstract;authors;date;downloads;score;journal
"""inflammasome""";Priming enables a NEK7-independent route of NLRP3 activation;https://www.biorxiv.org/content/10.1101/799320v1;The NLRP3 inflammasome plays a central role in antimicrobial defense, as well as in sterile inflammatory conditions.  NLRP3 activity is governed by two independent signals.;Niklas A. Schmacke ... Veit Hornung;2019-10-09;661;0.43;missing
"""inflammasome""";Transcriptome profiling of pathogen-specific CD4 T cells identifies T-cell-intrinsic caspase-1 as an important regulator of Th17 differentiation;https://www.biorxiv.org/content/10.1101/452763v1;Dendritic cells (DCs) are critical for priming and differentiation of pathogen-specific CD4 T cells.  However, to what extent innate cues from DCs dictate transcriptional changes in T cells leading to effector heterogeneity remains elusive.;Yajing Gao ... Chandrashekhar Pasare;2018-10-25;585;0.43;missing
"""inflammasome""";Interruption of signaling pathways in lung epithelial cell by Mycobacterium tuberculosis;https://www.biorxiv.org/content/10.1101/308882v1;Alveolar epithelial cell (AEC) provides a replication niche for Mycobacterium tuberculosis (M. tb).;Shima Hadifar ... Farzam Vaziri;2018-04-26;544;0.43;missing
"""inflammasome""";Metabolic Control of Viral Infection through PPAR-α Regulation of STING Signaling;https://www.biorxiv.org/content/10.1101/731208v3;Peroxisomal proliferator activated receptors (PPARs) are sensors of dietary lipids and pharmacological targets in the treatment of metabolic disorders.  PPAR ligands are also immunosuppressive.;Lili Tao ... Tiffany A. Reese;2019-08-09;475;0.43;missing
"""interstitial lung""";FK506-binding protein 13 expression is upregulated in interstitial lung disease and correlated with clinical severity: a potentially protective role.;https://www.biorxiv.org/content/10.1101/2019.12.15.858340v1;Pulmonary fibrosis is a progressive lung disease characterized by myofibroblast accumulation and excessive extracellular matrix deposition.  Endoplasmic reticulum (ER) stress initiates the unfolded protein response (UPR), a cellular stress response pathway that has been implicated in both inflammatory and fibrotic processes.;V Tat ... K Ask;2019-12-15;169;1.0;missing
"""interstitial lung""";Identification of a novel HIF-1α-αMβ2 Integrin-NETosis axis in fibrotic interstitial lung disease;https://www.biorxiv.org/content/10.1101/2020.01.03.894196v1;Neutrophilic inflammation correlates with mortality in fibrotic interstitial lung disease (ILD) however, the underlying mechanisms remain unclear.  We aimed to determine whether aberrant neutrophil activation is a feature of ILD and the relative role of hypoxia.;Akif A. Khawaja ... Joanna C. Porter;2020-01-03;158;1.0;missing
"""interstitial lung""";Single Cell RNA-seq reveals ectopic and aberrant lung resident cell populations in Idiopathic Pulmonary Fibrosis;https://www.biorxiv.org/content/10.1101/759902v3;We provide a single cell atlas of Idiopathic Pulmonary Fibrosis (IPF), a fatal interstitial lung disease, focusing on resident lung cell populations.  By profiling 312,928 cells from 32 IPF, 29 healthy control and 18 chronic obstructive pulmonary disease (COPD) lungs, we demonstrate that IPF is characterized by changes in discrete subpopulations of cells in the three major parenchymal compartments: the epithelium, endothelium and stroma.;Taylor S. Adams ... Naftali Kaminski;2019-09-06;3271;0.43;missing
"""interstitial lung""";Modeling of fibrotic lung disease using 3D organoids derived from human pluripotent stem cells;https://www.biorxiv.org/content/10.1101/538991v1;Idiopathic pulmonary fibrosis (IPF) is an intractable interstitial lung disease for which no curative treatment is available except for lung transplantation.  Its pathogenesis is unclear, but a role for injury to type 2 alveolar epithelial cells is hypothesized.;Hans-Willem Snoeck ... Ya-Wen Chen;2019-02-03;1442;0.43;missing
"""interstitial lung""";Senescence of alveolar stem cells drives progressive pulmonary fibrosis;https://www.biorxiv.org/content/10.1101/820175v2;Tissue fibrosis is a common pathological outcome of chronic disease that markedly impairs organ function leading to morbidity and mortality.  In the lung, idiopathic pulmonary fibrosis (IPF) is an insidious and fatal interstitial lung disease associated with declining pulmonary function.;Changfu Yao ... Barry R. Stripp;2019-10-28;816;0.43;missing
"""interstitial lung""";Patient reported distress can aid clinical decision making in idiopathic pulmonary fibrosis: analysis of the PROFILE cohort;https://www.biorxiv.org/content/10.1101/460626v2;Idiopathic pulmonary fibrosis is a progressive and fatal interstitial lung disease.  We aimed to determine if patient response to a palliative assessment survey could predict disease progression or death.;Iain Stewart ... Gauri Saini;2018-11-08;487;0.43;missing
"""interstitial lung""";Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants;https://www.biorxiv.org/content/10.1101/263814v1;Bronchopulmonary dysplasia in premature infants is a common and often severe lung disease with long term sequelae.  A genetic component is suspected but not fully defined.;Dara G Torgerson ... Roberta A Ballard;2018-02-11;440;0.43;missing
"""interstitial lung""";Machine Learning of the Cardiac Phenome and Skin Transcriptome to Categorize Heart Disease in Systemic Sclerosis;https://www.biorxiv.org/content/10.1101/213678v1;Background: Cardiac involvement is a leading cause of death in systemic sclerosis (SSc/scleroderma).  The complexity of SSc cardiac manifestations is not fully captured by the current clinical SSc classification, which is based on extent of skin involvement and specific autoantibodies.;Monique E Hinchcliff ... Sanjiv J. Shah;2017-11-03;327;0.43;missing
"""interstitial lung""";Transcriptome Analysis of Desquamative Interstitial Pneumonia (DIP);https://www.biorxiv.org/content/10.1101/791350v2;Desquamative interstitial pneumonia (DIP) is a rare diffuse parenchymal lung disease of unclear etiology.  A recent study showed that mice overexpressing granulocyte macrophage colony-stimulating factor (GM-CSF) in lungs develop DIP-like disease, suggesting that pulmonary GM-CSF may be involved in the pathogenesis of DIP.;Shigeki Saito ... Takuji Suzuki;2019-10-08;169;0.43;missing
"""interstitial lung""";A defect in thymic tolerance causes T cell-mediated autoimmunity in a murine model of COPA syndrome;https://www.biorxiv.org/content/10.1101/2020.01.21.914440v2;COPA syndrome is a recently described Mendelian autoimmune disorder caused by missense mutations in the Coatomer protein complex subunit alpha (COPA) gene.  Patients with COPA syndrome develop arthritis and lung disease that presents as pulmonary hemorrhage or interstitial lung disease (ILD).;Zimu Deng ... Anthony K Shum;2020-01-22;147;0.43;missing
"""interstitial lung""";Platelet counts predict prognosis in IPF, but are not the main source of pulmonary TGFβ1;https://www.biorxiv.org/content/10.1101/2020.03.06.978874v1;Transforming growth factor-β1 (TGFβ1) is the key pro-fibrotic cytokine implicated in the interstitial lung diseases (ILD), including idiopathic pulmonary fibrosis (IPF), but the primary source of TGFβ1 in these diseases is unknown.  Platelets have abundant TGFβ1 stores, however their role in IPF is ill-defined.;Deborah L W Chong ... Joanna C. Porter;2020-03-06;57;0.43;missing
"""interstitial lung""";Reinfection could not occur in SARS-CoV-2 infected rhesus macaques;https://www.biorxiv.org/content/10.1101/2020.03.13.990226v1;An outbreak of the Corona Virus Disease 2019 (COVID-19), caused by the severe acute respiratory syndrome CoV-2 (SARS-CoV-2), began in Wuhan and spread globally.  Recently, it has been reported that discharged patients in China and elsewhere were testing positive after recovering.;Linlin Bao ... Chuan Qin;2020-03-14;30274;0.14;missing
"""interstitial lung""";The Pathogenicity of SARS-CoV-2 in hACE2 Transgenic Mice;https://www.biorxiv.org/content/10.1101/2020.02.07.939389v3;Severe acute respiratory syndrome CoV-2 (SARS-CoV-2) caused the Corona Virus Disease 2019 (COVID-19) cases in China has become a public health emergency of international concern (PHEIC).  Based on angiotensin converting enzyme 2 (ACE2) as cell entry receptor of SARS-CoV, we used the hACE2 transgenic mice infected with SARS-CoV-2 to study the pathogenicity of the virus.;Linlin Bao ... Chuan Qin;2020-02-11;8648;0.14;missing
"""interstitial lung""";Ocular conjunctival inoculation of SARS-CoV-2 can cause mild COVID-19 in Rhesus macaques;https://www.biorxiv.org/content/10.1101/2020.03.13.990036v2;The outbreak of Corona Virus Disease 2019 caused by the severe acute respiratory syndrome coronavirus (SARS-CoV-2) is highly transmitted.  The potential extra-respiratory transmission routes remain uncertain.;Wei Deng ... Chuan Qin;2020-03-14;1915;0.14;missing
"""interstitial lung""";Single-cell RNA-seq reveals spatially restricted multicellular fibrotic niches during lung fibrosis;https://www.biorxiv.org/content/10.1101/569855v1;Ontologically distinct populations of macrophages differentially contribute to organ fibrosis through unknown mechanisms.  We applied lineage tracing, spatial methods and single-cell RNA-seq to a spatially-restricted model of asbestos-induced pulmonary fibrosis.;Nikita Joshi ... Alexander V. Misharin;2019-03-06;1617;0.14;missing
"""interstitial lung""";Quantification of microenvironmental metabolites in murine cancer models reveals determinants of tumor nutrient availability;https://www.biorxiv.org/content/10.1101/492652v2;Cancer cell metabolism is heavily influenced by microenvironmental factors, including nutrient availability.  Therefore, knowledge of microenvironmental nutrient levels is essential to understand tumor metabolism.;Mark R Sullivan ... Alexander Muir;2018-12-10;1605;0.14;missing
"""interstitial lung""";A robotic platform for fluidically-linked human body-on-chips experimentation;https://www.biorxiv.org/content/10.1101/569541v1;Here we describe of an Interrogator instrument that uses liquid-handling robotics, a custom software package, and an integrated mobile microscope to enable automated culture, perfusion, medium addition, fluidic linking, sample collection, and in situ microscopic imaging of up to 10 Organ Chips inside a standard tissue culture incubator.  The automated Interrogator platform maintained the viability and organ-specific functions of 8 different vascularized, 2-channel, Organ Chips (intestine, liver, kidney, heart, lung, skin, blood-brain barrier (BBB), and brain) for 3 weeks in culture when fluidically coupled through their endothelium-lined vascular channels using a common blood substitute medium.;Richard Novak ... Donald E. Ingber;2019-03-06;1520;0.14;missing
